386,AZANZA RENT A CAR,M,AVENIDA INGENIERO LUIS GIANNATTASIO KILOMETRO 22300 LOCAL 1B,,,,SOLYMAR,CANELONES,26987141,,,095697807,azanzarentacar@hotmail.com,,,,-32.620800,-55.612700,,,,,,,,,386,4373972
331,DESTINO RENT A CAR,M,ADAIR PEREZ S/N,,,,TALA,CANELONES,43153407,,,099100902,destinorentacar8@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,331,548049
28,MULTICAR RENT A CAR,S,BOULEVARD MATA 570,,,,MELO,CERRO LARGO,,,,,,,,,-32.620800,-55.612700,,,,,,,,,28,96658
441,CICLOMOTORES EL NEGRO SRL,M,HERNANDARIAS S/N ESQ DEL EXODO,,,,CARMELO,COLONIA,45424257,,,099542075,elnegrorentadora@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,441,6810573
61,THRIFTY CAR RENTAL,S,EMBARCADERO DE YATES DE LA INTENDENCIA MUNICIPAL DE COLONIA,,,,CARMELO,COLONIA,,,,,,,,,-32.620800,-55.612700,,,,,,,,,61,87715
61,THRIFTY CAR RENTAL,S,CALLE 19 DE ABRIL S/N ESQUINA DEFENSA,,,,CARMELO,COLONIA,,,,,,,,,-32.620800,-55.612700,,,,,,,,,61,97660
259,URURENT,M,19 DE ABRIL 102,,,,CARMELO,COLONIA,45422008,,,098542542,alastreto@ururent.com.uy,www.ururent.com.uy,,,-32.620800,-55.612700,,,,,,,,,259,13929
329,VIAGGIO,M,FRANKLIN DELANO ROOSEVELT S/N,,,,CARMELO,COLONIA,45422595,,,,cynthia@viaggioport.com,www.viaggioport.com,,,-32.620800,-55.612700,,,,,,,,,329,547670
15,AVIS RENT A CAR / BUDGET RENT A CAR,S,AVENIDA ROOSEVELT Y MANUEL DE LOBOS TERMINAL DE OMNIBUS LOCAL 3.02,,,,COLONIA DEL SACRAMENTO,COLONIA,,,,,,,,,-32.620800,-55.612700,,,,,,,,,15,85422
31,DOLLAR RENT A CAR,S,GENERAL FLORES 234,,,,COLONIA DEL SACRAMENTO,COLONIA,45229805,,,,dollar.colonia@adinet.com.uy,www.dollar.com.uy,,,-32.620800,-55.612700,,,,,,,,,31,87163
31,DOLLAR RENT A CAR,S,RIVERA 128,,,,COLONIA DEL SACRAMENTO,COLONIA,45229805,,,,r.troccoli@dollar.com.uy,www.dollar.com.uy,,,-32.620800,-55.612700,,,,,,,,,31,537792
212,EUROPCAR,S,ARTIGAS 152,,,,COLONIA DEL SACRAMENTO,COLONIA,45228454,,,,,,,,-32.620800,-55.612700,,,,,,,,,212,104329
28,MULTICAR RENT A CAR,S,PUERTO DE COLONIA,,,,COLONIA DEL SACRAMENTO,COLONIA,,,,,,,,,-32.620800,-55.612700,,,,,,,,,28,96661
20,PUNTACAR,S,18 DE JULIO 496 ESQUINA RIVERA,,,,COLONIA DEL SACRAMENTO,COLONIA,45222353,,,,colonia@puntacar.com.uy,www.puntacar.com.uy,,,-32.620800,-55.612700,,,,,,,,,20,1622898
61,THRIFTY CAR RENTAL,S,AEROPUERTO DE COLONIA,,,,COLONIA DEL SACRAMENTO,COLONIA,,,,,,,,,-32.620800,-55.612700,,,,,,,,,61,87712
61,THRIFTY CAR RENTAL,S,PUERTO DE COLONIA,,,,COLONIA DEL SACRAMENTO,COLONIA,,,,,,,,,-32.620800,-55.612700,,,,,,,,,61,87713
259,URURENT,S,TERMINAL PORTUARIA DE COLONIA,,,,COLONIA DEL SACRAMENTO,COLONIA,45228889,,,,info@ururent.com.uy,www.ururent.com.uy,,,-32.620800,-55.612700,,,,,,,,,259,87943
447,UNO CAR RENT,M,RUTA 1 913,,,,COLONIA VALDENSE,COLONIA,099522282,,,,valeca73@hotmail.com,,,,-32.620800,-55.612700,,,,,,,,,447,6827606
228,ALAMO RENT A CAR & NATIONAL CAR RENTAL,S,RUTA 2 KILOMETRO 182,,,,FLORENCIO SANCHEZ,COLONIA,,,,,,,,,-32.620800,-55.612700,,,,,,,,,228,3463592
336,AURORA RENT A CAR,M,AURORA 288,,,,JUAN LACAZE,COLONIA,45864930,,,099831698,info@aurorarentacar.com,www.aurorarentacar.com,,,-32.620800,-55.612700,,,,,,,,,336,628660
259,URURENT,S,FEDERICO GILOMEN 848,,,,NUEVA HELVECIA,COLONIA,,,,,,,,,-32.620800,-55.612700,,,,,,,,,259,87946
15,AVIS RENT A CAR / BUDGET RENT A CAR,S,ARTIGAS 567,,,,DURAZNO,DURAZNO,43634771,,,,,,,,-32.620800,-55.612700,,,,,,,,,15,2398740
28,MULTICAR RENT A CAR,S,WILSON FERREIRA ALDUNATE 481,,,,DURAZNO,DURAZNO,43624502,,,,,www.redmulticar.com,,,-32.620800,-55.612700,,,,,,,,,28,40639
430,EASY RENT S.R.L.,M,RUTA 5 KM 97.500,,,,FLORIDA,FLORIDA,26001708,,,,mariela.rilla@estudiorilla.com.uy,,,,-32.620800,-55.612700,,,,,,,,,430,6235566
20,PUNTACAR,S,RUTA 10 ESQUINA CALLE 15 PADRON 16-145 6A,,,,LA BARRA,MALDONADO,42772194,,,,,www.puntacar.com.uy,,,-32.620800,-55.612700,,,,,,,,,20,1622896
228,ALAMO RENT A CAR & NATIONAL CAR RENTAL,S,RUTA 93 KILOMETRO 113,,,,LAGUNA DEL SAUCE,MALDONADO,095611001,,,,martingrande@olecram.com.uy,,,,-32.620800,-55.612700,,,,,,,,,228,2085083
15,AVIS RENT A CAR / BUDGET RENT A CAR,S,AEROPUERTO INTERNACIONAL CARLOS A. CURBELO,,,,LAGUNA DEL SAUCE,MALDONADO,,,,,,,,,-32.620800,-55.612700,,,,,,,,,15,84287
31,DOLLAR RENT A CAR,S,RUTA 93 KILOMETRO 113,,,,MALDONADO,MALDONADO,42559550,,,,dollar.laguna@adinet.com.uy,www.dollar.com.uy,,,-32.620800,-55.612700,,,,,,,,,31,87305
20,PUNTACAR,S,AEROPUERTO LAGUNA DEL SAUCE S/N,,,,MALDONADO,MALDONADO,42559299,,,,lagunas@puntacar.com.uy,www.puntacar.com.uy,,,-32.620800,-55.612700,,,,,,,,,20,1622894
228,ALAMO RENT A CAR & NATIONAL CAR RENTAL,S,CALLE 31 ENTRE 20 Y GORLERO,,,,PUNTA DEL ESTE,MALDONADO,095633653,,,,reservas@olecram.com.uy,www.alamouruguay.com,,,-32.620800,-55.612700,,,,,,,,,228,3463591
294,ALL CAR RENTAL,S,LA ANGOSTURA EDIFICIO MEJILLON ESQUINA CALLE 20,,,,PUNTA DEL ESTE,MALDONADO,24280000,,,,marcelo@allcarrental.com.uy,,,,-32.620800,-55.612700,,,,,,,,,294,2928732
15,AVIS RENT A CAR / BUDGET RENT A CAR,S,CALLE 31 Y GORLERO,,,,PUNTA DEL ESTE,MALDONADO,42442020,,,,ope@avis.com.uy,www.avis.com.uy,,,-32.620800,-55.612700,,,,,,,,,15,194706
248,CARPER RENT A CAR,S,CALLE 29 EDIFICIO APOLO LOCAL 36,,,,PUNTA DEL ESTE,MALDONADO,08009090,,,098081010,ventas@localiza.com.uy,www.localiza.com,,,-32.620800,-55.612700,,,,,,,,,248,87937
31,DOLLAR RENT A CAR,S,GORLERO 993,,,,PUNTA DEL ESTE,MALDONADO,,,,,dollarpo@adinet.com.uy,www.dollar.com.uy,,,-32.620800,-55.612700,,,,,,,,,31,721847
212,EUROPCAR,S,CAMINO LAS FOCAS GORLERO Y 30,,,,PUNTA DEL ESTE,MALDONADO,42445018,,,,,,,,-32.620800,-55.612700,,,,,,,,,212,104325
224,MARIÑO SPORT RENT A CAR,S,CALLE 29 ENTRE 24 Y GORLERO GALERIA APOLO LOCAL 32 Y 33,,,,PUNTA DEL ESTE,MALDONADO,,,,,mirelma@mariniosport.com,,,,-32.620800,-55.612700,,,,,,,,,224,83702
224,MARIÑO SPORT RENT A CAR,S,CALLE 24 Y 21 EDIFICIO TORRE GALAPAGOS,,,,PUNTA DEL ESTE,MALDONADO,42443387,,,,mirelma@mariniosport.com,www.mariniosport.com,,,-32.620800,-55.612700,,,,,,,,,224,123414
28,MULTICAR RENT A CAR,S,GORLERO 860 GALERIA CARNABI,,,,PUNTA DEL ESTE,MALDONADO,,,,,,,,,-32.620800,-55.612700,,,,,,,,,28,96657
20,PUNTACAR,S,BULEVARD ARTIGAS E/P 101 ESQUINA RISSO,,,,PUNTA DEL ESTE,MALDONADO,42482112,,,,puntade@puntacar.com.uy,www.puntacar.com.uy,,,-32.620800,-55.612700,,,,,,,,,20,1622892
61,THRIFTY CAR RENTAL,S,CALLE 31 S/N ENTRE CALLE 20 Y GORLERO,,,,PUNTA DEL ESTE,MALDONADO,18488,,,,flota@thrifty.com.uy,www.thrifty.com.uy,,,-32.620800,-55.612700,,,,,,,,,61,5111947
228,ALAMO RENT A CAR & NATIONAL CAR RENTAL,M,NICARAGUA 1144,,,,MONTEVIDEO,MONTEVIDEO,29243225,29291147,,095611001,martingrande@ehilobal.uy,www.alamouruguay.com,,,-32.620800,-55.612700,,,,,,,,,228,13602
228,ALAMO RENT A CAR & NATIONAL CAR RENTAL,S,RAMBLA 25 DE AGOSTO DE 1825,,,,MONTEVIDEO,MONTEVIDEO,095611001,,,,martingrande@olecram.com.uy,,,,-32.620800,-55.612700,,,,,,,,,228,2083931
228,ALAMO RENT A CAR & NATIONAL CAR RENTAL,S,BOULEVARD ARTIGAS 1825 LOCAL 31 SHOPPING TRES CRUCES,,,,MONTEVIDEO,MONTEVIDEO,24088588,,,,martingrande@olecram.com.uy,,,,-32.620800,-55.612700,,,,,,,,,228,2089235
228,ALAMO RENT A CAR & NATIONAL CAR RENTAL,S,LUIS BONAVITA 1315 PISO 1,,,,MONTEVIDEO,MONTEVIDEO,,,,,reservasalamo@olecram.com.uy,www.alamouruguay.com,,,-32.620800,-55.612700,,,,,,,,,228,4431421
384,ALIRENT,M,AVENIDA JOSE BATLLE Y ORDOÑEZ 3419,,,,MONTEVIDEO,MONTEVIDEO,24801577,24803830,,099255158,alirentsrl1@gmail.com,www.alirenturuguay.com,,,-32.620800,-55.612700,,,,,,,,,384,4361721
294,ALL CAR RENTAL,M,CARLOS BERG 2415,,,,MONTEVIDEO,MONTEVIDEO,094613864,,,094699950,marcelo@allcarrental.com.uy,,,,-34.905400,-56.204600,,,,,,,,,294,122330
338,ALPINA RENT A CAR,M,GENERAL CARABALLO 1115,,,,MONTEVIDEO,MONTEVIDEO,22088113,,,099555550,alpinarentacar@gmail.com,www.alpinarentacar.com.uy,,,-32.620800,-55.612700,,,,,,,,,338,630559
374,ALQUICAR,M,JOSE BATLLE Y ORDOÑEZ 4530,,,,MONTEVIDEO,MONTEVIDEO,22187709,,,094626907,autos@alquicar.com.uy,www.alquicar.com.uy,,,-34.853635,-56.181258,,,,,,,,,374,3859525
387,AMAYA MOTORS,M,AVENIDA BOULEVARD BATLLE Y ORDOÑEZ 3425,,,,MONTEVIDEO,MONTEVIDEO,24810583,,,092931302,amaya.motors@hotmail.com,www.amaya.com.uy,,,-32.620800,-55.612700,,,,,,,,,387,4373986
313,AUTO NIVEL RENT A CAR,M,PAYSANDU 933,,,,MONTEVIDEO,MONTEVIDEO,29021319,,,094122444,info@autonivel.com.uy,www.autonivel.com.uy,,,-32.620800,-55.612700,,,,,,,,,313,207716
231,AUTONOMIA RENT A CAR,M,JOSE MARIA MONTERO 3035 LOCAL 1,,,,MONTEVIDEO,MONTEVIDEO,27100977,,,099102720,info@autonomiarentacar.com.uy,www.autonomiarentacar.com.uy,,,-34.924100,-56.156900,,,,,,,,,231,13635
15,AVIS RENT A CAR,S,PAYSANDU 881,,,,MONTEVIDEO,MONTEVIDEO,1700,,,,avis@avis.com.uy,www.avis.com.uy,,,-32.620800,-55.612700,,,,,,,,,15,5556593
244,CAR TRAVEL,M,AVENIDA LUIS ALBERTO DE HERRERA 1896,,,,MONTEVIDEO,MONTEVIDEO,24876133,,,099640612,consultas@cartravel.com.uy,www.cartravel.com.uy,,,-34.893000,-56.144800,,,,,,,,,244,13770
248,CARPER RENT A CAR,M,AVENIDA ITALIA 7548,,,,MONTEVIDEO,MONTEVIDEO,24080990,24001010,,097538888,reservas.rentacar@carper.com.uy,www.carper.com.uy/carper-rent-a-car,,,-34.876100,-56.038800,,,,,,,,,248,13812
248,CARPER RENT A CAR,S,PAYSANDU 1521,,,,MONTEVIDEO,MONTEVIDEO,24080990,,,,ventas@localiza.com.uy,www.localiza.com,,,-32.620800,-55.612700,,,,,,,,,248,3860662
129,DELSUR RENT A CAR,M,JOSE BATLLE Y ORDOÑEZ 3865,,,,MONTEVIDEO,MONTEVIDEO,24874553,24860476,,099695204,delsurrentacar@adinet.com.uy,www.delsurrentacar.com,,,-34.870500,-56.159900,,,,,,,,,129,12441
31,DOLLAR RENT A CAR,M,DURAZNO 1390,,,,MONTEVIDEO,MONTEVIDEO,29027540,26828350,,094112479,d.cordones@dollar.com.uy,www.dollar.com.uy,,,-32.620800,-55.612700,,,,,,,,,31,11538
31,DOLLAR RENT A CAR,S,RONDEAU 2165,,,,MONTEVIDEO,MONTEVIDEO,29247575,,,,dollar.centro@adinet.com.uy,www.dollar.com.uy,,,-34.890300,-56.193100,,,,,,,,,31,87307
327,E-TRAVELS VIAJES & RENT A CAR,M,COLONIA 990,,,,MONTEVIDEO,MONTEVIDEO,24091195,,,099695793,ventas@e-travels.com.uy,www.e-travels.com.uy,,,-32.620800,-55.612700,,,,,,,,,327,545895
421,EASY CAR UY,M,AVENIDA ITALIA 7183,,,,MONTEVIDEO,MONTEVIDEO,,,,096096096,consultas@esycaruy.com,www.easycaruy.com,,,-32.620800,-55.612700,,,,,,,,,421,5957572
429,EL TERO,M,AVDA. GRAL. RIVERA 7016,,,,MONTEVIDEO,MONTEVIDEO,26009898,,,,notificaciones@mainaugroup.com,www.eltero.com.uy,,,-32.620800,-55.612700,,,,,,,,,429,6235361
393,EURONERA RENT A CAR,M,MESETA 1820,,,,MONTEVIDEO,MONTEVIDEO,23229473,092657225,098322666,,euronerasa@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,393,4590218
440,FLEXWAYS,M,CAMINO CARRASCO S/N,,,,MONTEVIDEO,MONTEVIDEO,26001767,,,099303735,uruguay@flexways.com,www.flexways.com,,,-32.620800,-55.612700,,,,,,,,,440,6806129
317,FULL RENT A CAR,M,CAMINO CORRALES 3730,,,,MONTEVIDEO,MONTEVIDEO,22114382,,,099693396,carballidosa@adinet.com.uy,www.fullrentacar.com.uy,,,-32.620800,-55.612700,,,,,,,,,317,308804
409,GIFT RENT A CAR,M,CUAREIM 1630,,,,MONTEVIDEO,MONTEVIDEO,29015889,,,098089808,info@giftrentacar.com.uy,www.giftrentacar.com.uy,,,-32.620800,-55.612700,,,,,,,,,409,5114374
268,GOL RENT A CAR,M,DEFENSA 2374,,,,MONTEVIDEO,MONTEVIDEO,099347878,,,,info@golrentacar.com.uy,www.golrentacar.com.uy,,,-32.620800,-55.612700,,,,,,,,,268,14019
448,HILTON MOTORS,M,EJIDO 1576,,,,MONTEVIDEO,MONTEVIDEO,29030733,,,094507030,hilton@hiltonmotors.com.uy,www.hiltonmotors.com.uy,,,-32.620800,-55.612700,,,,,,,,,448,6852592
422,JOY RENT A CAR,M,HOMERO DE GREGORIO 3519,,,,MONTEVIDEO,MONTEVIDEO,093782996,091941269,,,joyrentacaruru@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,422,6007946
419,KING RENT A CAR,M,JOSE LUIS TERRA 2489,,,,MONTEVIDEO,MONTEVIDEO,095249242,,,,mariel3040@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,419,5366819
224,MARIÑO SPORT RENT A CAR,M,GABRIEL ANTONIO PEREIRA 3101,,,,MONTEVIDEO,MONTEVIDEO,097492032,096408144,,096408127,rentacar@mariniosport.com,www.mariniosport.com,,,-34.908200,-56.148700,,,,,,,,,224,13572
224,MARIÑO SPORT RENT A CAR,S,MIGUEL BARREIRO 3168,,,,MONTEVIDEO,MONTEVIDEO,27086446,,,,mirelma@mariniosport.com,www.mariniosport.com,,,-34.907800,-56.148000,,,,,,,,,224,87904
224,MARIÑO SPORT RENT A CAR,S,AVENIDA ITALIA 5100,,,,MONTEVIDEO,MONTEVIDEO,26135644,,,,mirelma@mariniosport.com,www.mariniosport.com,,,-34.885300,-56.096000,,,,,,,,,224,87916
298,MONTEVIDEO RENT A CAR,M,LA PAZ 1319,,,,MONTEVIDEO,MONTEVIDEO,29292928,29291366,,094424600,mvdrentacar@gmail.com,www.montevideorentacar.com,,,-34.899100,-56.188100,,,,,,,,,298,123862
28,MULTICAR RENT A CAR,M,COLONIA 1227 ENTRE YI Y CUAREIM,,,,MONTEVIDEO,MONTEVIDEO,29022555,,,,info@multicar.com.uy,www.multicar.com.uy,,,-34.904700,-56.189700,,,,,,,,,28,11514
28,MULTICAR RENT A CAR,S,GRITO DE ASENCIO 1277,,,,MONTEVIDEO,MONTEVIDEO,22040878,,,,,www.redmulticar.com,,,34.873800,-56.194200,,,,,,,,,28,95810
423,NO DECLARA,M,JUAN PAULLIER 2261,,,,MONTEVIDEO,MONTEVIDEO,092210131,,,,laprokart@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,423,6008963
443,NO DECLARA,M,RINCON 487 APTO 403,,,,MONTEVIDEO,MONTEVIDEO,29151252,,,,iyc@uy.andersen.com,,,,-32.620800,-55.612700,,,,,,,,,443,6813147
299,PALAMOS RENT A CAR,M,SAMUEL BLIXEN 4440 APARTAMENTO 406,,,,MONTEVIDEO,MONTEVIDEO,095018880,,,,palamosrentacar@hotmail.com,www.palamosrentacar.com.uy,,,-32.620800,-55.612700,,,,,,,,,299,124185
436,PALERMO RENT A CAR,M,MURGIONDO PRUDENCIO 5505 APTO 126,,,,MONTEVIDEO,MONTEVIDEO,098400723,,,,palermorentacar22@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,436,6374272
265,PLUS RENT A CAR,M,CUAREIM 2114,,,,MONTEVIDEO,MONTEVIDEO,29245555,,,099552712,consultas@plusrentacar.com.uy,www.plusrentacar.com.uy,,,-34.863500,-56.220500,,,,,,,,,265,13989
218,PM RENT A CAR,M,TEOFILO COLLAZO 2680,,,,MONTEVIDEO,MONTEVIDEO,25086020,,,099648139,rentacar@perronemendez.com.uy,www.perronemendez.com.uy,,,-34.865300,-56.133200,,,,,,,,,218,13512
238,POLO Y GLOBAL RENT A CAR,M,URUGUAY 1479,,,,MONTEVIDEO,MONTEVIDEO,24035128,,098822190,094157071,poloyglobalrentacar@gmail.com,www.poloyglobalrentacar.com.uy,,,-34.902400,-56.185000,,,,,,,,,238,13710
20,PUNTACAR,M,CERRO LARGO 1383,,,,MONTEVIDEO,MONTEVIDEO,29002772,,,,lmanzo@puntacar.com.uy,www.puntacar.com.uy,,,-34.900600,-56.186700,,,,,,,,,20,11451
389,SERVICIO OFICIAL TOYOTA,M,VALPARAISO 1131,,,,MONTEVIDEO,MONTEVIDEO,29241838,,,,sot@ayaxonline.com,www.ayaxrentacar.com,,,-32.620800,-55.612700,,,,,,,,,389,4433572
251,SILVER RENT A CAR,M,AVENIDA ITALIA 4912 LOCAL 2,,,,MONTEVIDEO,MONTEVIDEO,26140382,,,099252291,info@silverentacar.com.uy,www.silverentacar.com.uy,,,-34.886100,-56.102200,,,,,,,,,251,11340
24,SNAPPY CAR RENTAL,M,ANDES 1363 LOCAL 17,,,,MONTEVIDEO,MONTEVIDEO,29007728,29016588,29023063,099660660,consultas@snappy.com.uy,www.snappy.com.uy,,,-34.906100,-56.198200,,,,,,,,,24,11475
316,SUARTIL S.A.,M,GENERAL PAGOLA 2333,,,,MONTEVIDEO,MONTEVIDEO,24004078,,,,virginiarocca@silca.com.uy,,,,-32.620800,-55.612700,,,,,,,,,316,305073
258,TEAM RENT A CAR,M,LUIS SAMBUCETTI 2668,,,,MONTEVIDEO,MONTEVIDEO,24828000,,,093745454,info@teamrentacar.com.uy,www.teamrentacar.com.uy,,,-34.891900,-56.173300,,,,,,,,,258,13917
61,THRIFTY CAR RENTAL,M,BVAR ARTIGAS 2966,,,,MONTEVIDEO,MONTEVIDEO,18488,,,,flota@thrifty.com.uy,www.thrifty.com.uy,,,-32.620800,-55.612700,,,,,,,,,61,11745
61,THRIFTY CAR RENTAL,S,BULEVARD ARTIGAS 2966,,,,MONTEVIDEO,MONTEVIDEO,18488,,,,flota@thrifty.com.uy,www.thrifty.com.uy,,,-32.620800,-55.612700,,,,,,,,,61,5715979
360,TRIP RENT A CAR,M,SALTO 1033,,,,MONTEVIDEO,MONTEVIDEO,24117101,,,097138406,ruben-garcia@adinet.com.uy,,,,-32.620800,-55.612700,,,,,,,,,360,2367588
408,TU AUTO RENT A CAR,M,CNEL FRANCISCO TAJES 1268,,,,MONTEVIDEO,MONTEVIDEO,25098832,,,094072690,tuautorentacar@gmail.com,www.tuautorentacar.com,,,-32.620800,-55.612700,,,,,,,,,408,5111107
355,VAG,M,AVENIDA ITALIA 4374,,,,MONTEVIDEO,MONTEVIDEO,26180000,,,,nelson@novelli.com.uy,www.multicenter.uy,,,-32.620800,-55.612700,,,,,,,,,355,1620577
432,VIPERCAR AUTOMOVILES,M,JOSÉ BATLLE Y ORDÓNEZ 3757,,,,MONTEVIDEO,MONTEVIDEO,22044444,,,,administracion@vipercar.com.uy,www.vipercar.com.uy,,,-32.620800,-55.612700,,,,,,,,,432,6240450
246,VIVACAR,S,MESSINA 5275,,,,MONTEVIDEO,MONTEVIDEO,26061005,,,,gabriela@dovradmotors.com,www.vivacar.com.uy,,,-32.620800,-55.612700,,,,,,,,,246,5072599
314,VOILA RENT A CAR,M,GRAL BRIGADIER RIVERA 3622,,,,MONTEVIDEO,MONTEVIDEO,26282280,,,094440080,info@voilarentacar.com.uy,www.voilarentacar.com.uy,,,-34.904361,-56.137650,,,,,,,,,314,252198
439,WERNER BERNHEIM,M,AV 8 DE OCTUBRE 2747,,,,MONTEVIDEO,MONTEVIDEO,24870304,,,099628860,contablegp210@gmail.com,www.wernerbernheim.com.uy,,,-32.620800,-55.612700,,,,,,,,,439,6386137
428,AERRE,M,AVDA. ITALIA 2210,,,,PAYSANDU,PAYSANDU,,,,099722009,siteno@vera.com.uy,,,,-32.620800,-55.612700,,,,,,,,,428,6231337
15,AVIS RENT A CAR,S,LEANDRO GOMEZ 846,,,,PAYSANDU,PAYSANDU,1700,,,,avis@avis.com.uy,www.avis.com.uy,,,-32.620800,-55.612700,,,,,,,,,15,5571630
28,MULTICAR RENT A CAR,S,GENERAL LEANDRO GOMEZ 1325,,,,PAYSANDU,PAYSANDU,47240464,,,,,www.redmulticar.com,,,-32.620800,-55.612700,,,,,,,,,28,96660
