162,ESTANCIA EL CANGUE,M,JOSE PEDRO VARELA  814,,,,PAYSANDU,PAYSANDU,47224857,,,099726883,florenciarucks@hotmail.com,www.estanciaelcangue.com,,,-32.620800,-55.612700,,,,,,,,,162,4698182
29,TERMAS SAN NICANOR,M,CAMINO TIERRAS COLORADAS SEPTIMA SECCION JUDICIAL PARAJE SAN MAURICIO,,,,PAYSANDU,PAYSANDU,47302209,47377828,,,info@sannicanor.com.uy,www.sannicanor.com.uy,,,-31.546000,-57.801400,,,,,,,,,29,30375
170,CABAÑAS LA VICTORIA,M,RUTA 3 KILOMETRO 436,,,,TERMAS DE GUAVIYÚ,PAYSANDU,097549050,,,097549050,casitaslavictoria@hotmail.com,,,,-32.620800,-55.612700,,,,,,,,,170,5125782
103,LAS CAÑADAS,M,RUTA 20 KM 1445 - PADRON 5892 - PARAJE ESTACION FRANCIA,,,,PUEBLO GRECCO,RIO NEGRO,29163011,29163012,,099683608,cecilia@ceciliaregulesviajes.com,www.ceciliaregulesviajes.com,,,-32.717400,-57.643800,,,,,,,,,103,31066
160,LAS MORAS,M,RUTA 25 KILOMETRO 32500,,VALLE DE SOBA,,VALLE DE SOBA,RIO NEGRO,45672805,,,099562879,flomaca@hotmail.com,,,,-32.620800,-55.612700,,,,,,,,,160,4432198
199,HOSTERIA LA BORDONA,M,RUTA 5 KM 493800,,,,RIVERA,RIVERA,46235324,099823512,,,contacto@hosterialabordona.com.uy,www.hosterialabordona.com.uy,,,-32.620800,-55.612700,,,,,,,,,199,6369085
60,LA AURORA ESTANCIA AVENTURA,M,PARAJE MARCO DE BARRO MOJON 46 LINEA,,,,RIVERA,RIVERA,46221233,406221234,,,norteuruguay@hotmail.com,www.norte-uruguay.com,,,-30.998400,-55.770600,,,,,,,,,60,30662
104,POSADA LUNAREJO,M,RUTA 30 KILOMETRO 238,,LA PALMA,,RIVERA,RIVERA,46506400,,,099566736,flavioc9@gmail.com,www.posadalunarejo.com,,,-31.168200,-55.878000,,,,,,,,,104,31766
206,ROSA DE LOS VIENTOS,M,RUTA 27 KM 76,,,,RIVERA,RIVERA,46508332,095321649,,,rosadelosvientos.vivero@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,206,6385997
169,SENDERO LUNAREJO,M,RUTA 30 KM 223.400 PADRON 8650,,,,RIVERA,RIVERA,099829092,,,099829092,senderolunarejo@outlook.com,www.senderolunarejo.com,,,-32.620800,-55.612700,,,,,,,,,169,5110543
172,MIRADORES DEL VALLE,M,PARAJE VALLE DEL LUNAREJO PADRON 715 TERCERA SECCION,,,,VALLE DE LUNAREJO,RIVERA,46506389,,,098149294,nathaly090814@gmail.com,www.miradoresdelvalle.com.uy,,,-32.620800,-55.612700,,,,,,,,,172,5343613
183,LOS CHAJA ECOLODGE,M,CAMINO REGRESO A BARRAS DE VALIZAS PADRON 69109,,,,BARRA DE VALIZAS,ROCHA,099574685,,,,loschajaecolodge@gmail.com,www.loschajaecolodge.com.uy,,,-34.334140,-53.811880,,,,,,,,,183,5727113
211,PORTAL DEL CABO,M,RUTA 10 KIL{OMETRO 264.500,,,,CABO POLONIO,ROCHA,,,,098143353,puertadelcabo@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,211,6809889
32,RINCON CHICO,M,RINCON DE LOS OLIVERA CUARTA SECCION JUDICIAL,,,,CASTILLOS,ROCHA,24816898,099295177,094801626,094802120,jcobarboza@gmail.com,,,,-34.356200,-53.848800,,,,,,,,,32,30408
51,HOTEL PARQUE OCEANICO,M,RUTA 9 KILOMETRO 312500,,,,LA CORONILLA,ROCHA,44762883,44762707,,098045140,hpo@adinet.com.uy,www.hotelparqueoceanico.com.uy,,,-33.907000,-53.514900,,,,,,,,,51,30581
137,LOS MIMBRES,M,RUTA 15 KILOMETRO 99,,,,LASCANO,ROCHA,44507021,,,099320559,losmimbrescasadecampo@gmail.com,www.losmimbrescasadecampo.com,,,-33.925278,-54.317500,,,,,,,,,137,630574
18,BARRA GRANDE,M,PARAJE SARANDI DEL CONCEJO ZONA RURAL CUARTA SECCION JUDICIAL,,,,PARAJE SARANDI DEL CONCEJO,ROCHA,099050631,,,099050631,la-barra-grande@hotmail.com,https://barra-grande-ecoturismobosque-de-los-ombues.negocio.site/,,,-34.272300,-53.997100,,,,,,,,,18,30275
126,CABALLOS DE LUZ,M,RUTA 109 KILOMETRO 10 PADRON 513 PARAJE LA SIERRA,,,,ROCHA,ROCHA,099400446,,,,caballosdeluz@gmail.com,www.caballosdeluz.com,,,-34.383141,-54.411598,,,,,,,,,126,542061
54,ESTANCIA DON JOAQUIN,M,RUTA 1 KILOMETRO 94500,,,,LA BOYADA,SAN JOSE,43492007,093309273,,,reservas@donjoaquin.com,www.donjoaquin.com,,,-34.241200,-56.592300,,,,,,,,,54,30605
204,JUNTAS,M,RUTA 1 KM 43900,,,,LIBERTAD,SAN JOSE,099585835,,,,estancialarabida@gmail.com,www.larabida.com.uy,,,-32.620800,-55.612700,,,,,,,,,204,6384354
63,FINCA PIEDRA,M,RUTA 23 KILOMETRO 125,,,,MAL ABRIGO,SAN JOSE,43403118,,,098679186,info@fincapiedra.com,www.fincapiedra.com,,,-34.063708,-56.885936,,,,,,,,,63,30689
210,POSADA SIERRA DE MAHOMA,M,RUTA 23 S/N,,,,MAL ABRIGO,SAN JOSE,099342220,,,,sierrademahoma@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,210,6806907
134,GRANJA LAS CABRAS,M,LOS PLATANOS PADRON 22122 Y CALLE L,,,,PLAYA PASCUAL,SAN JOSE,23477093,,,096367765,granjalascabras@hotmail.com,,,,-32.620800,-55.612700,,,,,,,,,134,628465
165,LA GALEA CASA DE CAMPO,M,RUTA 1 KM 85,,,,SAN JOSE,SAN JOSE,,,,091793841,lagaleauy@gmail.com,www.lagalea.net,,,-32.620800,-55.612700,,,,,,,,,165,5045559
174,CHACRA CASA ABIERTA,M,RUTA 96 KILOMETRO 31500 PARDON 11284,,,,DOLORES,SORIANO,45345466,,,099345819,elisa.casaabierta@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,174,5545157
189,EL REENCUENTRO,M,RUTA 2 KM 255,,,,MERCEDES,SORIANO,099254511,,,,dianasosaf@gmail.com,,,,-32.620800,-55.612700,,,,,,,,,189,6231199
171,ESTANCIA SANTA AMELIA,M,RUTA 2 KM 264500,,,,MERCEDES,SORIANO,45302833,,,091734175,santaameliahotel@gmail.com,www.estanciasantaamelia.com.uy,,,-32.620800,-55.612700,,,,,,,,,171,5286915
182,LA GAVIOTA,M,RUTA 14 KILOMETRO 23500 - PADRON 12.571 -,,,,PARAJE COLOLO,SORIANO,45302053,,,099533535,gaviotauruguay@hotmail.com,,,,-32.620800,-55.612700,,,,,,,,,182,5723944
